"";"Binomial.1.2";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"Imputed.Status"
"3245";"Mustela_putorius";"Carnivora";"Mustelidae";"Mustela";"putorius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";915,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;90;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3246";"Mustela_russelliana";"Carnivora";"Mustelidae";"Mustela";"russelliana";1;0;0;0;"Imputed";"PHYLACINE 1.2";143,4;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"DD";"No";1;88;11;"Imputed 000 Species";"PHYLACINE 1.2";"NT"
"3247";"Mustela_sibirica";"Carnivora";"Mustelidae";"Mustela";"sibirica";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";405;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3248";"Mustela_strigidorsa";"Carnivora";"Mustelidae";"Mustela";"strigidorsa";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3249";"Mustela_subpalmata";"Carnivora";"Mustelidae";"Mustela";"subpalmata";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";87,5;"Reported";"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)";NA;NA;"Occurs on mainland";"LC";"No";0;70;30;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3250";"Mustela_tonkinensis";"Carnivora";"Mustelidae";"Mustela";"tonkinensis";1;0;0;0;"Imputed";"PHYLACINE 1.2";142;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"DD";"No";1;88;11;"Imputed 000 Species";"PHYLACINE 1.2";"VU"
"3251";"Mydaus_javanensis";"Carnivora";"Mephitidae";"Mydaus";"javanensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";20;0;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3252";"Mydaus_marchei";"Carnivora";"Mephitidae";"Mydaus";"marchei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1414,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";20;0;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3255";"Mylomys_dybowskii";"Rodentia";"Muridae";"Mylomys";"dybowskii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";114,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3256";"Mylomys_rex";"Rodentia";"Muridae";"Mylomys";"rex";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";281,7;"Assumed isometric based on head-body length";"Annals and Magazine of Natural History 7 18: 300-306 (1906)";"Mylomys_dybowskii";"Nowak RM. Walker's mammals of the world (1999)";"Occurs on mainland";"DD";"No";98;1;1;"Imputed 000 Species";"PHYLACINE 1.2";"VU"
"3257";"Myocastor_coypus";"Rodentia";"Echimyidae";"Myocastor";"coypus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";6937,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3258";"Myodes_andersoni";"Rodentia";"Cricetidae";"Myodes";"andersoni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";25,5;"Reported";"Ohdachi SD, Ishibashi I, Iwasa MA, Saitih T. The Wild Mammals of Japan. (2009)";NA;NA;"Occurs only on isolated islands";"LC";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"LC"
"3259";"Myodes_californicus";"Rodentia";"Cricetidae";"Myodes";"californicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";18,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3260";"Myodes_centralis";"Rodentia";"Cricetidae";"Myodes";"centralis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";32;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3261";"Myodes_gapperi";"Rodentia";"Cricetidae";"Myodes";"gapperi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";19;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3262";"Myodes_glareolus";"Rodentia";"Cricetidae";"Myodes";"glareolus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";21,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3263";"Myodes_regulus";"Rodentia";"Cricetidae";"Myodes";"regulus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";38,6;"Assumed isometric based on head-body length";"Proceedings of the Zoological Society of London 1906 859-864 (1906)";"Myodes_rufocanus";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3264";"Myodes_rex";"Rodentia";"Cricetidae";"Myodes";"rex";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";55,5;"Reported";"Ohdachi SD, Ishibashi I, Iwasa MA, Saitih T. The Wild Mammals of Japan. (2009)";NA;NA;"Occurs on large land bridge islands";"LC";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"LC"
"3265";"Myodes_rufocanus";"Rodentia";"Cricetidae";"Myodes";"rufocanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";37;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3266";"Myodes_rutilus";"Rodentia";"Cricetidae";"Myodes";"rutilus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";28,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3267";"Myodes_shanseius";"Rodentia";"Cricetidae";"Myodes";"shanseius";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";31,8;"Assumed isometric based on head-body length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Myodes_rufocanus";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3268";"Myodes_smithii";"Rodentia";"Cricetidae";"Myodes";"smithii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";35;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"LC"
"3269";"Myoictis_leucura";"Dasyuromorphia";"Dasyuridae";"Myoictis";"leucura";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";220;"Reported";"Records of the Australian Museum 57: 321-340 (2005)";NA;NA;"Occurs on large land bridge islands";"DD";"No";0;100;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"VU"
"3270";"Myoictis_melas";"Dasyuromorphia";"Dasyuridae";"Myoictis";"melas";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";230;"Reported";"Records of the Australian Museum 57: 321-340 (2005)";NA;NA;"Occurs on large land bridge islands";"LC";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3271";"Myoictis_wallacei";"Dasyuromorphia";"Dasyuridae";"Myoictis";"wallacei";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";230;"Reported";"Records of the Australian Museum 57: 321-340 (2005)";NA;NA;"Occurs on large land bridge islands";"LC";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3272";"Myoictis_wavicus";"Dasyuromorphia";"Dasyuridae";"Myoictis";"wavicus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";122;"Reported";"Records of the Australian Museum 57: 321-340 (2005)";NA;NA;"Occurs on large land bridge islands";"DD";"No";0;100;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"EN"
"3273";"Myomimus_personatus";"Rodentia";"Gliridae";"Myomimus";"personatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";24,5;"Reported";"Bulgarian Journal of Veterinary Medicine 8: 13-22 (2005)";NA;NA;"Occurs on mainland";"DD";"No";60;30;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3274";"Myomimus_roachi";"Rodentia";"Gliridae";"Myomimus";"roachi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";45,5;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"VU";"No";60;30;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"VU"
"3275";"Myomimus_setzeri";"Rodentia";"Gliridae";"Myomimus";"setzeri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,5;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"DD";"No";60;30;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3276";"Myomyscus_angolensis";"Rodentia";"Muridae";"Myomyscus";"angolensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";48,3;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"LC";"No";60;0;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3277";"Myomyscus_brockmani";"Rodentia";"Muridae";"Myomyscus";"brockmani";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";29,5;"Reported";"Mammals of Tanzania. archive.fieldmuseum.org";NA;NA;"Occurs on mainland";"LC";"No";35;0;65;"Imputed 000 Species";"PHYLACINE 1.2";"LC"
"3278";"Myomyscus_verreauxii";"Rodentia";"Muridae";"Myomyscus";"verreauxii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";41;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";20;0;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3279";"Myomyscus_yemeni";"Rodentia";"Muridae";"Myomyscus";"yemeni";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";64,8;"Assumed isometric based on head-body length";"Fieldiana Zoology 34: 229-252 (1953)";"Myomyscus_brockmani";"Mammals of Tanzania. archive.fieldmuseum.org";"Occurs on mainland";"LC";"No";20;0;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
"3280";"Myonycteris_brachycephala";"Chiroptera";"Pteropodidae";"Myonycteris";"brachycephala";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";35,8;"Reported";"Meng, F., et al. 2016. Bats: Body mass index, forearm mass index, blood glucose levels and SLC2A2 genes for diabetes. Scientific Reports 6:29960.";NA;NA;"Occurs only on isolated islands";"EN";"No";100;0;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"EN"
"3281";"Myonycteris_leptodon";"Chiroptera";"Pteropodidae";"Myonycteris";"leptodon";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";42,9;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Imputed 000 Species";"PHYLACINE 1.2";"LC"
"3282";"Myonycteris_relicta";"Chiroptera";"Pteropodidae";"Myonycteris";"relicta";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";52;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";"LC"
"3283";"Myonycteris_torquata";"Chiroptera";"Pteropodidae";"Myonycteris";"torquata";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";42,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";"LC"
"3284";"Myoprocta_acouchy";"Rodentia";"Dasyproctidae";"Myoprocta";"acouchy";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";600;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";"LC"
