"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"3086";"Myomimus_personatus";0,000208942376601593;4,17863858965526;4,17884753203186;2886;1269;1457;10,6129674525655;8,97639537139893;7,00288374219257e-05;9,07785676247246e-05;4,17879;88,1744938132396;"Rodentia";"Gliridae";"Myomimus";"personatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";24,5;"Reported";"Bulgarian Journal of Veterinary Medicine 8: 13-22 (2005)";NA;NA;"Occurs on mainland";"DD";"No";60;30;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";279371,054599291;"Myomimus personatus"
"10";"Abrocoma_uspallata";3,0209887035327;4,17184154297373;7,19283024650643;169;1270;693;10,7768027272831;11,3637147719955;1,50081064176499e-05;2,07467391923481e-05;5,819085;86,9788721008403;"Rodentia";"Abrocomidae";"Abrocoma";"uspallata";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";245,8;"Assumed isometric based on head-body length";"Journal of Mammalogy 83: 1-19 (2002)";"Abrocoma_cinerea";"Journal of Mammalogy 83: 1-19 (2002)";"Occurs on mainland";"DD";"No";100;0;0;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";9312,36848664304;"Abrocoma uspallata"
"5334";"Tupaia_picta";0,000208111500052725;4,16202188955445;4,16223000105451;2887;1271;1460;9,44968497082774;5,3282137979126;8,59390407983047e-05;0,000105460442020145;4,16223;94,1810889572972;"Scandentia";"Tupaiidae";"Tupaia";"picta";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";147,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";10;0;90;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";344557,634005792;"Tupaia picta"
"1639";"Galago_gallarum";0,000208099750072263;4,1617869016952;4,16199500144527;2888;1272;1461;8,45018218811973;8,99598256347656;8,66734733378225e-05;0,000110699575811991;4,161995;93,1413094194821;"Primates";"Galagidae";"Galago";"gallarum";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";250;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";60;0;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";744989,478931443;"Galago gallarum"
"5089";"Tadarida_lobata";0,000208074327525039;4,16127847617325;4,16148655050077;2889;1273;1462;10,1005601635022;10,1838669431305;1,03474293835837e-05;1,46142319950495e-05;4,16128;89,6313889307151;"Chiroptera";"Molossidae";"Tadarida";"lobata";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";26;"Reported";"Mammalia 50: 507-520 (1986)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";391119,476439007;"Tadarida lobata"
"1410";"Eidolon_helvum";0,0167089170949316;4,16052035663797;4,1772292737329;1605;1274;1458;7,94096925545132;13,2968023828125;9,14210856243312e-05;0,00011338926344771;3,912845;90,237440517064;"Chiroptera";"Pteropodidae";"Eidolon";"helvum";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";253,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";13633307,4644454;"Eidolon helvum"
"2515";"Marmosops_bishopi";0,000208021636376223;4,16022470588809;4,16043272752447;2890;1275;1463;7,62379793505326;7,49579328125;0,000280892247825635;0,000290287237060198;4,160425;181,416247826273;"Didelphimorphia";"Didelphidae";"Marmosops";"bishopi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";18,8;"Reported";"American Museum Novitates 3466:1-40 (2004)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";2579526,07080012;"Marmosops bishopi"
"2";"Abeomelomys_sevia";0,0002080145000006;4,160081985512;4,160290000012;2891;1276;1464;5,0198015304268;6,06962637519367;1,77467086295369e-07;2,53192532456591e-07;3,9746;76,4433237334934;"Rodentia";"Muridae";"Abeomelomys";"sevia";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";52;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";78;3;19;"Imputed 000 Species";"PHYLACINE 1.2";93123,6848664304;"Abeomelomys sevia"
"326";"Atilax_paludinosus";0,000207982;4,159432018;4,15964;2892;1277;1465;5,75668424623753;7,02273576126099;1,60257804153177e-05;2,10870492926482e-05;4,15964;92,9212235362716;"Carnivora";"Herpestidae";"Atilax";"paludinosus";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3300;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";15812401,6903199;"Atilax paludinosus"
"185";"Anonymomys_mindorensis";0,218689398766525;4,15509857656397;4,3737879753305;977;1278;1377;6,0025373259403;6,70368458856542;3,62778454760867e-07;5,18939768188769e-07;4,01465;76,5184972123135;"Rodentia";"Muridae";"Anonymomys";"mindorensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";59,6;"Assumed isometric based on head-body length";"Bulletin of the American Museum of Natural History 168: 225-334 (1981)";"Margaretamys_beccarii";"Bulletin of the American Museum of Natural History 168: 225-334 (1981)";"Occurs only on isolated islands";"DD";"No";57;0;43;"Imputed 000 Species";"PHYLACINE 1.2";18624,7369732861;"Anonymomys mindorensis"
"1163";"Ctenomys_steinbachi";0,00020774168507584;4,15462595983171;4,15483370151679;2893;1279;1468;5,66823585179571;6,66286304241873;9,19737216548633e-07;1,30890611597645e-06;4,080545;86,7874847821986;"Rodentia";"Ctenomyidae";"Ctenomys";"steinbachi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";385;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";55874,2109198582;"Ctenomys steinbachi"
"2546";"Martes_flavigula";0,0002077269125;4,1543305230875;4,15453825;2894;1280;1469;7,50036914121798;6,71895455960989;1,17545345329094e-05;1,59367676008274e-05;4,013965;92,886337723375;"Carnivora";"Mustelidae";"Martes";"flavigula";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1842,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";10;80;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9433429,27696939;"Martes flavigula"
"2736";"Microgale_brevicaudata";0,000207581088129895;4,15141418150977;4,1516217625979;2895;1281;1470;10,1366151009242;8,45287121337891;0,00018928355291685;0,000232946315320037;3,71661;106,577891436289;"Afrosoricida";"Tenrecidae";"Microgale";"brevicaudata";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";11,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";372494,739465721;"Microgale brevicaudata"
"4288";"Pteronotus_parnellii";0,000207497108616988;4,14973467523115;4,14994217233977;2896;1282;1472;9,87066134938037;9,37465058319092;1,67261451484602e-05;2,32633287382633e-05;4,1499;89,7936334736752;"Chiroptera";"Mormoopidae";"Pteronotus";"parnellii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";19,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";530805,003738653;"Pteronotus parnellii"
"4280";"Pteromys_momonga";0,0002074477926625;4,14874840545734;4,14895585325;2897,5;1283,5;1473,5;7,99688023495349;9,44501896682739;1,56543779294782e-05;2,11089406548722e-05;4,14887;86,8767174918539;"Rodentia";"Sciuridae";"Pteromys";"momonga";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";151,8;"Reported";"Journal of Mammalogy 89: 852-873 (2008)";NA;NA;"Occurs only on isolated islands";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";484243,161305438;"Pteromys momonga"
"4281";"Pteromys_volans";0,0002074477926625;4,14874840545734;4,14895585325;2897,5;1283,5;1473,5;7,99688023495349;9,44501896682739;1,56543867837102e-05;2,11089406431474e-05;4,14887;86,8767174918539;"Rodentia";"Sciuridae";"Pteromys";"volans";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";143,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;0;10;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";16352519,0625452;"Pteromys volans"
"794";"Chodsigoa_sodalis";0,0002073935;4,1476626065;4,14787;2899;1285;1475;5,71831665201558;6,3708817515564;1,62256829360244e-05;2,1153797069316e-05;4,14787;92,3799359183673;"Eulipotyphla";"Soricidae";"Chodsigoa";"sodalis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4,9;"Reported";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";NA;NA;"Occurs on large land bridge islands";"DD";"No";0;31;69;"Imputed 000 Species";"PHYLACINE 1.2";55874,2109198582;"Chodsigoa sodalis"
"1079";"Cryptonanus_unduaviensis";0,000207260546474387;4,14500366894126;4,14521092948773;2900;1286;1476;7,03550122862344;6,39636424316406;0,000238663170284991;0,000246672849045278;2,91136;181,408424757332;"Didelphimorphia";"Didelphidae";"Cryptonanus";"unduaviensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";24,6;"Reported";"American Museum Novitates 3482:1-34 (2005)";NA;NA;"Occurs on mainland";"DD";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";484243,161305438;"Cryptonanus unduaviensis"
"3120";"Myospalax_aspalax";0,000207237775997002;4,14454828216404;4,14475551994004;2901;1287;1477;11,3947095260352;10,9716681504822;5,53396582472636e-05;7,5165525341789e-05;4,14448;82,2674534470931;"Rodentia";"Spalacidae";"Myospalax";"aspalax";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";325;"Reported";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1257169,74569681;"Myospalax aspalax"
"3812";"Peromyscus_melanotis";0,000206990777500002;4,13960855922254;4,13981555000004;2902;1288;1478;4,63115394850777;5,00252081158072;3,36439141661231e-07;4,78777189125872e-07;3,310475;77,0176371557194;"Rodentia";"Cricetidae";"Peromyscus";"melanotis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";39,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";40;10;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";763614,215904729;"Peromyscus melanotis"
"9";"Abrocoma_shistacea";0,000206943476299532;4,13866258251433;4,13886952599063;2903;1289;1479;8,49738560823552;7,19053970862389;9,24444215912103e-06;1,28518210391905e-05;3,296405;86,9767964174241;"Rodentia";"Abrocomidae";"Abrocoma";"shistacea";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";276,3;"Assumed isometric based on head-body length";"Journal of Mammalogy 83: 1-19 (2002)";"Abrocoma_cinerea";"Journal of Mammalogy 83: 1-19 (2002)";"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";37249,4739465721;"Abrocoma shistacea"
"2103";"Ichthyomys_pittieri";0,21781165015032;4,13842135285608;4,3562330030064;979;1290;1384;6,83606127984341;7,11674128193736;1,04914679392637e-06;1,48102293389473e-06;4,19613;76,7761591973932;"Rodentia";"Cricetidae";"Ichthyomys";"pittieri";1;0;1;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";69,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";0;20;80;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Ichthyomys pittieri"
"1151";"Ctenomys_perrensi";0,000206825048178853;4,13629413852888;4,13650096357706;2904;1291;1480;6,41705992057211;6,42070769232273;1,43090015286302e-06;2,00950433462458e-06;3,963795;86,8075349914251;"Rodentia";"Ctenomyidae";"Ctenomys";"perrensi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";216;"Assumed isometric based on head-body length";"Journal of Biogeography 34: 1439-1454 (2007)";"Ctenomys_pearsoni";"Journal of Biogeography 34: 1439-1454 (2007)";"Occurs on mainland";"LC";"No";100;0;0;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";139685,527299646;"Ctenomys perrensi"
"4686";"Scapteromys_tumidus";0,00020674828126655;4,13475887704973;4,134965625331;2905;1292;1481;6,62100207847694;6,88266198064059;3,45263479813866e-07;4,921753527063e-07;4,13473;76,5895721505745;"Rodentia";"Cricetidae";"Scapteromys";"tumidus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";146;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";30;0;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";474930,792818795;"Scapteromys tumidus"
"960";"Crocidura_leucodon";0,000206648;4,132753352;4,13296;2906;1293;1483;5,82505419730837;6,85308576913834;8,37173807310517e-06;1,09020251921227e-05;3,6899;91,9537015606242;"Eulipotyphla";"Soricidae";"Crocidura";"leucodon";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;50;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";5345299,5113331;"Crocidura leucodon"
"489";"Callicebus_melanochir";0,2173230755081;4,1291384346539;4,346461510162;980;1294;1392;7,5605986801245;7,14139525024414;3,76429415801974e-05;4,72078621260839e-05;3,265965;91,310152361516;"Primates";"Pitheciidae";"Callicebus";"melanochir";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1322,4;"Assumed isometric based on skull size";"Primates 36: 101-120 (1995)";"Callicebus_personatus";"Primates 36: 101-120 (1995)";"Occurs on mainland";"VU";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";232809,212166076;"Callicebus melanochir"
