"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"X2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"5442";"Wiedomys_pyrrhorhinos";0,000214839363500794;4,29657243065239;4,29678727001589;2857;1230;1411;6,97024425428631;7,34757347567186;2,70647978080482e-07;3,83998335165527e-07;4,156825;76,5259058351912;"Rodentia";"Cricetidae";"Wiedomys";"pyrrhorhinos";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";46,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";987111,059584162;"Wiedomys pyrrhorhinos"
"4330";"Pteropus_personatus";0,000214806;4,29590519400001;4,29612000000001;2858;1231;1412;4,95903157939373;5,60627671691894;9,69141663996151e-06;1,22635375432689e-05;4,120055;90,0698026582061;"Chiroptera";"Pteropodidae";"Pteropus";"personatus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";127,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";130373,158813003;"Pteropus personatus"
"4659";"Saimiri_ustus";0,0172472394486227;4,29456262270704;4,31180986215566;1600;1232;1404;7,66135986536723;8,32033865661621;4,22043965850646e-05;5,30745536478495e-05;4,3118;91,2902893920425;"Primates";"Cebidae";"Saimiri";"ustus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";60;20;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1154733,69234374;"Saimiri ustus"
"3246";"Nasalis_larvatus";3,10619159168247;4,28950267422817;7,39569426591064;159;1233;665;5,86628012537505;6,13018712524414;2,94297578280984e-05;3,66173075918248e-05;2,990495;91,1064276547762;"Primates";"Cercopithecidae";"Nasalis";"larvatus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";940549,217150947;"Nasalis larvatus"
"4608";"Rousettus_aegyptiacus";0,000214372270000002;4,28723102773004;4,28744540000004;2859;1234;1417;5,46556100928641;6,64328124176025;1,7928129616718e-05;2,25455661048522e-05;3,696455;90,1562369962271;"Chiroptera";"Pteropodidae";"Rousettus";"aegyptiacus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";132,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";7002901,10195556;"Rousettus aegyptiacus"
"1470";"Eothenomys_custos";0,00021436975;4,28718063025;4,287395;2860;1235;1418;5,28225925453257;6,24101981741145;2,81908277049142e-07;4,01911221478114e-07;4,287395;76,7690031040988;"Rodentia";"Cricetidae";"Eothenomys";"custos";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";30,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";204872,106706147;"Eothenomys custos"
"1707";"Gerbilliscus_nigricaudus";0,000214306956641798;4,28592482587931;4,28613913283595;2861;1236;1419;6,64844683033588;7,15763688740611;1,42308176385118e-06;2,01553522461356e-06;4,286045;77,0842165494769;"Rodentia";"Muridae";"Gerbilliscus";"nigricaudus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";123;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";782238,952878015;"Gerbilliscus nigricaudus"
"2101";"Ichneumia_albicauda";0,000214045;4,280685955;4,2809;2862;1237;1420;5,70786954328698;7,74509576126099;1,68130922940615e-05;2,21427354500267e-05;4,2809;92,9219552675356;"Carnivora";"Herpestidae";"Ichneumia";"albicauda";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";3500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";10;20;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";16473579,8528715;"Ichneumia albicauda"
"1799";"Gracilinanus_dryas";0,000214034000550053;4,2804659770005;4,28068001100105;2863;1238;1421;7,38859138362936;7,82813240234375;0,000273059562255871;0,000282496229846512;4,28068;181,406870166352;"Didelphimorphia";"Didelphidae";"Gracilinanus";"dryas";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";18;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";121060,790326359;"Gracilinanus dryas"
"2521";"Marmosops_incanus";0,000213943215296115;4,278650362707;4,2788643059223;2864;1239;1422;8,39271997179278;8,00904133789063;0,00036946682294574;0,000380303180976631;4,278845;181,417051099297;"Didelphimorphia";"Didelphidae";"Marmosops";"incanus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";62,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";50;0;50;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";921924,48017766;"Marmosops incanus"
"3840";"Peroryctes_broadbenti";3,097678171455;4,277746046295;7,37542421775;160;1240;666;11,9321466390937;10,4386705175781;0,000852696356466695;0,000924102215995236;4,828535;181,507805671411;"Peramelemorphia";"Peramelidae";"Peroryctes";"broadbenti";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";4800;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"EN";"No";40;0;60;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";158310,264272932;"Peroryctes broadbenti"
"4230";"Pseudochirops_cupreus";0,000213574759344353;4,27128161212771;4,27149518688705;2865;1241;1425;10,0589401296063;8,35587570617676;0,000265581616070526;0,000309484339670823;4,271205;181,136329269422;"Diprotodontia";"Pseudocheiridae";"Pseudochirops";"cupreus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1724,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";437681,318872223;"Pseudochirops cupreus"
"2136";"Juscelinomys_guaporensis";0,224589525024932;4,26720097547372;4,49179050049865;974;1242;1338;4,88693344644509;4,73015381242089;1,4384412448271e-07;2,0575310265631e-07;2,8927;76,5746030217801;"Rodentia";"Cricetidae";"Juscelinomys";"guaporensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";88;"Reported";"American Museum Novitates 3280: 1-15 (1999)";NA;NA;"Occurs on mainland";"DD";"No";57;0;43;"Imputed 000 Species";"PHYLACINE 1.2";18624,7369732861;"Juscelinomys huanchacae"
"3661";"Oxymycterus_dasytrichus";0,00021327425;4,26527172575;4,265485;2866;1243;1427;4,79357773967337;5,88328254585888;1,46013384032266e-07;2,10571627504818e-07;4,265485;76,5732750943234;"Rodentia";"Cricetidae";"Oxymycterus";"dasytrichus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";52,1;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"LC";"No";20;0;80;"Imputed 000 Species";"PHYLACINE 1.2";521492,63525201;"Oxymycterus dasytrichus"
"169";"Ammospermophilus_harrisii";0,000213146180864847;4,26271047111608;4,26292361729694;2867;1244;1428;7,58604136246169;8,77667125637054;1,26839596123709e-05;1,70294656272895e-05;3,55581;86,7778639032756;"Rodentia";"Sciuridae";"Ammospermophilus";"harrisii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";122;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";70;10;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";409744,213412294;"Ammospermophilus harrisii"
"4368";"Raphicerus_campestris";0,000213086250176336;4,26151191727654;4,26172500352671;2868;1245;1429;5,73607599545404;6,590007123909;3,62512937800438e-06;4,93331034683338e-06;4,261725;91,566721881324;"Cetartiodactyla";"Bovidae";"Raphicerus";"campestris";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";10500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4879681,08700095;"Raphicerus campestris"
"4055";"Planigale_gilesi";0,000213066510872447;4,26111715093807;4,26133021744894;2869;1246;1430;8,37266163638756;7,12316690917969;0,000420261762514762;0,000451013669212176;4,261245;181,142296428571;"Dasyuromorphia";"Dasyuridae";"Planigale";"gilesi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;60;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1210607,90326359;"Planigale gilesi"
"1959";"Hipposideros_gigas";0,000212919045446672;4,258167989888;4,25838090893345;2870;1247;1431;8,33260497396726;8,91464148254395;2,26322656833816e-05;3,0906190198657e-05;4,239345;90,8870111704682;"Chiroptera";"Hipposideridae";"Hipposideros";"gigas";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";166,5;"Assumed isometric based on forearm length";"Bulletin of the British Museum. Zoology 11:1-129 (1963)";"Hipposideros_commersoni";"Bulletin of the British Museum. Zoology 11:1-129 (1963)";"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Species";"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.";4535123,45299516;"Hipposideros gigas"
"2594";"Megadontomys_cryophilus";3,08321520696;4,25777338104;7,340988588;162;1248;672;8,15253893127294;9,51755792106747;1,14976416540012e-06;1,62941943543669e-06;6,764055;77,0254143131538;"Rodentia";"Cricetidae";"Megadontomys";"cryophilus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";32;"Reported";"Global Ecology and Biogeography 17: 274-283 (2008)";NA;NA;"Occurs on mainland";"EN";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Megadontomys cryophilus"
"3220";"Myotis_velifer";0,0002128122193165;4,25603157411068;4,25624438633;2871;1249;1434;7,44086106381143;7,61965208805859;2,08624432027975e-06;3,0451888996889e-06;4,11604;88,9387726642085;"Chiroptera";"Vespertilionidae";"Myotis";"velifer";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";10,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2654025,01869327;"Myotis velifer"
"5030";"Surdisorex_polulus";3,08112185903519;4,25488256723908;7,33600442627427;163;1250;674;12,9095733689697;14,2388401416016;0,000109287159455323;0,00013924163965827;6,236875;92,4671159346596;"Eulipotyphla";"Soricidae";"Surdisorex";"polulus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";9;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Surdisorex polulus"
"4544";"Rhinolophus_thomasi";0,000212385250211821;4,2474926189862;4,24770500423641;2872;1251;1436;6,00031187047476;6,89685609008789;1,47069878239733e-05;1,96476278499908e-05;4,247705;90,8267705247813;"Chiroptera";"Rhinolophidae";"Rhinolophus";"thomasi";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1797287,11792211;"Rhinolophus thomasi"
"1833";"Graphiurus_surdus";0,000212367797001998;4,24714357224296;4,24735594003996;2873;1252;1437;9,01950989594155;7,74522203521729;4,48057356755585e-05;5,89920031153914e-05;4,24723;88,1644180012005;"Rodentia";"Gliridae";"Graphiurus";"surdus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";25;"Reported";"Bulletin of the American Museum of Natural History 331: 314-355 (2009)";NA;NA;"Occurs on mainland";"DD";"No";40;40;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";176935,001246218;"Graphiurus surdus"
"5031";"Surdisorex_schlitteri";3,07245916537601;4,24291979980496;7,31537896518097;165;1253;679;12,672028253208;13,9317306103516;0,000106278076970725;0,000135256496634825;6,166995;92,4671191202195;"Eulipotyphla";"Soricidae";"Surdisorex";"schlitteri";1;0;0;0;"Imputed";"PHYLACINE 1.2";9,2;"Imputed";"PHYLACINE 1.2";NA;NA;"Occurs on mainland";"DD";"No";0;2;98;"Imputed 000 Species";"PHYLACINE 1.2";9312,36848664304;"Surdisorex schlitteri"
"607";"Catopuma_temminckii";0,0170094094448;4,2353429517552;4,2523523612;1603;1254;1435;6,11976550311966;5,90637748001099;1,99589499219626e-05;2,59565294046712e-05;3,65043;92,9135637463557;"Carnivora";"Felidae";"Catopuma";"temminckii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";11500;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2933396,07329256;"Catopuma temminckii"
"4086";"Plecotus_macrobullaris";0,000211599087000001;4,23177014091301;4,23198174000001;2874;1255;1438;6,82918325473377;8,20393782527447;1,7375619404813e-06;2,52468707329137e-06;4,22894;88,6221471042703;"Chiroptera";"Vespertilionidae";"Plecotus";"macrobullaris";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,5;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1853161,32884196;"Plecotus macrobullaris"
"828";"Coendou_melanurus";0,000211152000108037;4,22282885016064;4,22304000216074;2875;1256;1442;7,33874783590137;7,53118474807739;2,21875107887112e-05;3,01708233673489e-05;4,22304;87,3798006302521;"Rodentia";"Erethizontidae";"Coendou";"melanurus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";2050;"Reported";"American Museum Novitates 3351: 1-36 (2001)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1750725,27548889;"Coendou melanurus"
"2752";"Microgale_principula";0,000211147712695412;4,22274310619554;4,22295425390824;2876;1257;1443;7,87030799065137;6,32170986877441;8,6108589832912e-05;0,000107173923070486;3,58283;106,570121816155;"Afrosoricida";"Tenrecidae";"Microgale";"principula";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";10,2;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";270058,686112648;"Microgale principula"
"5346";"Tylonycteris_pachypus";0,000210989013151545;4,21956927401774;4,21978026303089;2877;1258;1444;6,98708495366329;7,96074966391981;9,98453333381193e-07;1,46569214170142e-06;4,21978;88,4231247290345;"Chiroptera";"Vespertilionidae";"Tylonycteris";"pachypus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";3,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";6472096,09821691;"Tylonycteris pachypus"
"251";"Apomys_datae";0,000210250500176707;4,20479975303397;4,20501000353415;2878;1259;1446;6,86090570505555;7,39455993436843;5,23746308041899e-07;7,41419158379e-07;4,20501;76,5043994966558;"Rodentia";"Muridae";"Apomys";"datae";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";106;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs only on isolated islands";"LC";"No";60;0;40;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";65186,5794065013;"Apomys datae"
"2772";"Microperoryctes_longicauda";0,000210057473384447;4,20093941021556;4,20114946768894;2879;1260;1447;10,0230054009985;8,03184573974609;0,000514143128584064;0,000557464712117424;4,089605;181,500601952495;"Peramelemorphia";"Peramelidae";"Microperoryctes";"longicauda";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";538;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";30;10;60;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";493555,529792081;"Microperoryctes longicauda"
"668";"Cercopithecus_mitis";0,0002099865;4,1995200135;4,19973;2880;1261;1448;5,05542391354769;5,27030317192078;1,04246992379626e-05;1,30225798606234e-05;4,19973;91,0925986305951;"Primates";"Cercopithecidae";"Cercopithecus";"mitis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";5000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";90;10;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4320938,97780237;"Cercopithecus mitis"
"1436";"Eliurus_grandidieri";0,00020997375;4,19926502625;4,199475;2881;1262;1450;5,65880349238944;7,00543432397842;5,31995948434231e-06;7,40233701187836e-06;3,5976;78,119432027954;"Rodentia";"Nesomyidae";"Eliurus";"grandidieri";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";51;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"LC";"No";98;0;2;"Imputed 000 Species";"PHYLACINE 1.2";195559,738219504;"Eliurus grandidieri"
"4151";"Prionailurus_rubiginosus";0,016859326203793;4,19797222474447;4,21483155094826;1604;1263;1445;5,66719512601528;5,29261792293072;1,01144390295441e-05;1,32291673481679e-05;4,21483;92,9091276024696;"Carnivora";"Felidae";"Prionailurus";"rubiginosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";1384,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3026519,75815899;"Prionailurus rubiginosus"
"2472";"Macruromys_major";0,000209723805;4,194266376195;4,1944761;2882;1264;1453;5,08867265992758;5,35100073101431;2,08111013817149e-07;2,97745428562512e-07;3,03871;76,474487029669;"Rodentia";"Muridae";"Macruromys";"major";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";350;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on large land bridge islands";"LC";"No";100;0;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";381807,107952364;"Macruromys major"
"1077";"Cryptonanus_chacoensis";0,000209367296326082;4,18713655922532;4,18734592652164;2883;1265;1454;7,44453774860649;6,65500046875;0,000244648539668774;0,000254089808955774;4,0639;181,408495459612;"Didelphimorphia";"Didelphidae";"Cryptonanus";"chacoensis";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";15,5;"Reported";"American Museum Novitates 3482:1-34 (2005)";NA;NA;"Occurs on mainland";"LC";"No";80;0;20;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1191983,16629031;"Cryptonanus chacoensis"
"468";"Caenolestes_fuliginosus";0,000209202372300226;4,18383824363221;4,18404744600451;2884;1266;1455;16,8952396201144;22,67944375;0,00818974493346541;0,00770626340618094;4,08336;182,696892879437;"Paucituberculata";"Caenolestidae";"Caenolestes";"fuliginosus";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";27,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";20;10;70;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";437681,318872223;"Caenolestes fuliginosus"
"4677";"Sarcophilus_harrisii";3,0274944000118;4,18082560001629;7,20832000002809;168;1267;690;8,67748429702767;8,71718976318359;0,000234920667574771;0,000252699401179628;7,20832;181,113679830218;"Dasyuromorphia";"Dasyuridae";"Sarcophilus";"harrisii";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";11000;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"EN";"No";0;100;0;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";167622,632759575;"Sarcophilus harrisii"
"1821";"Graphiurus_christyi";0,000208983309181776;4,17945720032635;4,17966618363553;2885;1268;1456;9,26959775018453;7,89199566802978;4,24138375380399e-05;5,56971331940836e-05;4,179665;88,165114182816;"Rodentia";"Gliridae";"Graphiurus";"christyi";1;0;0;0;"Reported";"IUCN. 2016. IUCN red list of threatened species. Version 2016-3.";22,7;"Assumed isometric based on head-body length";"American Museum Novitates 3157: 1-44 (1996)";"Graphiurus_lorraineus";"American Museum Novitates 3157: 1-44 (1996)";"Occurs on mainland";"LC";"No";40;40;20;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";605303,951631797;"Graphiurus christyi"
