;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
2712;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;3.1.2;Trade management;3 Species management;LC;yes
2713;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;3.2;Species recovery;3 Species management;LC;yes
2714;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;3.3;Species re-introduction;3 Species management;LC;yes
2715;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;3.3.1;Reintroduction;3 Species management;LC;yes
2716;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;4.1;Formal education;4 Education & awareness;LC;yes
2717;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;4.2;Training;4 Education & awareness;LC;yes
2718;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;4.3;Awareness & communications;4 Education & awareness;LC;yes
2719;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.1;Legislation;5 Law & policy;LC;yes
2720;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.1.2;National level;5 Law & policy;LC;yes
2721;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.1.3;Sub-national level;5 Law & policy;LC;yes
2722;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.2;Policies and regulations;5 Law & policy;LC;yes
2723;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.3;Private sector standards & codes;5 Law & policy;LC;yes
2724;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.4;Compliance and enforcement;5 Law & policy;LC;yes
2725;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.4.2;National level;5 Law & policy;LC;yes
2726;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;5.4.3;Sub-national level;5 Law & policy;LC;yes
2727;Vicugna_vicugna;0,00021767;4,353172755;4,353390425;2845,5;1212,5;1385,5;14,98354975;13,37637182;0,000288416;0,000364458;4,3504;93,85848401;Cetartiodactyla;Camelidae;Vicugna;vicugna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;47499,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1275794,483;Vicugna vicugna;Vicugna vicugna;6.1;Linked enterprises & livelihood alternatives;6 Livelihood, economic & other incentives;LC;yes
2728;Viverricula_indica;0,000592392;11,84725261;11,847845;2147;232;282;13,74364316;18,28228359;9,45E-05;0,000122778;11,847845;93,01055469;Carnivora;Viverridae;Viverricula;indica;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;2908,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;20;60;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;10420540,34;Viverricula indica;Viverricula indica;3.1;Species management;3 Species management;LC;no
2729;Viverricula_indica;0,000592392;11,84725261;11,847845;2147;232;282;13,74364316;18,28228359;9,45E-05;0,000122778;11,847845;93,01055469;Carnivora;Viverridae;Viverricula;indica;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;2908,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;20;60;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;10420540,34;Viverricula indica;Viverricula indica;3.1.1;Harvest management;3 Species management;LC;no
2730;Voalavo_gymnocaudus;0,000268012;5,359973388;5,3602414;2633;914;1047;6,792737651;7,466264585;7,16E-06;9,82E-06;2,915855;78,12238137;Rodentia;Nesomyidae;Voalavo;gymnocaudus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;21,8;Reported;Proceedings of the Biological Society of Washington 118: 863-873 (2005);NA;NA;Occurs only on isolated islands;LC;No;97;0;3;Imputed 000 Species;PHYLACINE 1.2;18624,73697;Voalavo gymnocaudus;Voalavo gymnocaudus;2.1;Site/area management;2 Land/water management;LC;no
2731;Vombatus_ursinus;0,000508555;10,1705876;10,17109615;2239;349;410;13,01654246;10,74072958;0,000755599;0,000835977;4,83971;181,3395981;Diprotodontia;Vombatidae;Vombatus;ursinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;26000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;791551,3214;Vombatus ursinus;Vombatus ursinus;none;none;None;LC;no
2732;Vormela_peregusna;0,568999;10,810981;11,37998;701;320;330;13,18524389;14,41868933;2,16E-05;2,95E-05;11,37998;92,87890361;Carnivora;Mustelidae;Vormela;peregusna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;450,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;10299479,55;Vormela peregusna;Vormela peregusna;1.1;Site/area protection;1 Land/water protection;VU;no
2733;Vormela_peregusna;0,568999;10,810981;11,37998;701;320;330;13,18524389;14,41868933;2,16E-05;2,95E-05;11,37998;92,87890361;Carnivora;Mustelidae;Vormela;peregusna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;450,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;10299479,55;Vormela peregusna;Vormela peregusna;2.1;Site/area management;2 Land/water management;VU;no
2734;Vormela_peregusna;0,568999;10,810981;11,37998;701;320;330;13,18524389;14,41868933;2,16E-05;2,95E-05;11,37998;92,87890361;Carnivora;Mustelidae;Vormela;peregusna;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;450,4;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;10299479,55;Vormela peregusna;Vormela peregusna;2.3;Habitat & natural process restoration;2 Land/water management;VU;no
2735;Vulpes_zerda;0,000272585;5,451417418;5,451690002;2620;899;1021;7,920529429;10,93236968;9,11E-05;0,000114846;5,45169;93,09447696;Carnivora;Canidae;Vulpes;zerda;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1100;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;30;50;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9573114,804;Vulpes zerda;Vulpes zerda;2.1;Site/area management;2 Land/water management;LC;no
2736;Wiedomys_pyrrhorhinos;0,000214839;4,296572431;4,29678727;2857;1230;1411;6,970244254;7,347573476;2,71E-07;3,84E-07;4,156825;76,52590584;Rodentia;Cricetidae;Wiedomys;pyrrhorhinos;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46,7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;50;0;50;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;987111,0596;Wiedomys pyrrhorhinos;Wiedomys pyrrhorhinos;none;none;None;LC;no
