;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
2672;Trinomys_yonenagae;5,272248533;7,280724164;12,5529727;80;596;224;14,55095281;14,0581382;3,98E-06;5,66E-06;12,527875;86,86421829;Rodentia;Echimyidae;Trinomys;yonenagae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;200,2;Assumed isometric based on head-body length;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Trinomys_albispinus;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;37249,47395;Trinomys yonenagae;Trinomys yonenagae;5.1.2;National level;5 Law & policy;EN;no
2673;Trinomys_yonenagae;5,272248533;7,280724164;12,5529727;80;596;224;14,55095281;14,0581382;3,98E-06;5,66E-06;12,527875;86,86421829;Rodentia;Echimyidae;Trinomys;yonenagae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;200,2;Assumed isometric based on head-body length;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Trinomys_albispinus;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;37249,47395;Trinomys yonenagae;Trinomys yonenagae;5.4;Compliance and enforcement;5 Law & policy;EN;no
2674;Trinomys_yonenagae;5,272248533;7,280724164;12,5529727;80;596;224;14,55095281;14,0581382;3,98E-06;5,66E-06;12,527875;86,86421829;Rodentia;Echimyidae;Trinomys;yonenagae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;200,2;Assumed isometric based on head-body length;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Trinomys_albispinus;Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000);Occurs on mainland;EN;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;37249,47395;Trinomys yonenagae;Trinomys yonenagae;5.4.2;National level;5 Law & policy;EN;no
2675;Trinycteris_nicefori;0,000393339;7,866381661;7,866775;2361;522;598;9,350796204;11,59733765;2,74E-06;3,97E-06;7,866775;89,33092732;Chiroptera;Phyllostomidae;Trinycteris;nicefori;0;0;0;1;Taxonomic;PHYLACINE 1.2;8,2;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;20;0;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;5429110,828;Trinycteris nicefori;Trinycteris nicefori;2.1;Site/area management;2 Land/water management;LC;no
2676;Tupaia_belangeri;0,000244301;4,885768316;4,886012617;2722,5;1037,5;1196,5;11,86944035;9,538311689;0,000299106;0,000363464;4,885775;94,18787576;Scandentia;Tupaiidae;Tupaia;belangeri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;200;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;3697010,289;Tupaia belangeri;Tupaia belangeri;none;none;None;LC;no
2677;Tupaia_dorsalis;0,000569924;11,39790008;11,39847;2179;273;328;15,31861299;13,75899981;0,000427887;0,000519403;11,39847;94,18717013;Scandentia;Tupaiidae;Tupaia;dorsalis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;265;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;DD;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;754301,8474;Tupaia dorsalis;Tupaia dorsalis;2.1;Site/area management;2 Land/water management;LC;no
2678;Tupaia_glis;0,000244301;4,885768316;4,886012617;2722,5;1037,5;1196,5;11,86944035;9,538311689;0,000299106;0,000363464;4,885775;94,18787576;Scandentia;Tupaiidae;Tupaia;glis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;169,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1182670,798;Tupaia glis;Tupaia glis;2.1;Site/area management;2 Land/water management;LC;no
2679;Tupaia_gracilis;0,000599365;11,98670064;11,9873;2139;224;274;15,8643963;15,38964807;0,000493756;0,0005964;11,9873;94,18828108;Scandentia;Tupaiidae;Tupaia;gracilis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;74,6;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1015048,165;Tupaia gracilis;Tupaia gracilis;2.1;Site/area management;2 Land/water management;LC;no
2680;Tupaia_javanica;0,000372716;7,453941684;7,4543144;2391;570;649;11,90687397;8,737659836;0,000207579;0,000254078;5,8978;94,18414716;Scandentia;Tupaiidae;Tupaia;javanica;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;105;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;633241,0571;Tupaia javanica;Tupaia javanica;2.1;Site/area management;2 Land/water management;LC;no
2681;Tupaia_longipes;0,000321086;6,421400318;6,421721404;2500;724;819;11,50577617;9,179703784;0,000280778;0,000341312;3,990555;94,18771386;Scandentia;Tupaiidae;Tupaia;longipes;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;196;Reported;Journal of Animal Ecology 75: 1212-1223 (2006);NA;NA;Occurs on large land bridge islands;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1015048,165;Tupaia longipes;Tupaia longipes;2.1;Site/area management;2 Land/water management;LC;no
2682;Tupaia_minor;0,000341779;6,835228222;6,83557;2449;654;744;11,45647968;8,425392934;0,000167391;0,000205176;6,83557;94,18245134;Scandentia;Tupaiidae;Tupaia;minor;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;64,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1899723,171;Tupaia minor;Tupaia minor;2.1;Site/area management;2 Land/water management;LC;no
2683;Tupaia_palawanensis;0,000403843;8,076464607;8,07686845;2345;503;572;8,682089889;5,169918688;0,000114454;0,000140216;0,444865;94,18201039;Scandentia;Tupaiidae;Tupaia;palawanensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;218;Assumed isometric based on head-body length;Proceedings of the United States National Museum 45: 1-188 (1913);Tupaia_glis;Proceedings of the United States National Museum 45:1-188 (1913);Occurs only on isolated islands;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;111748,4218;Tupaia palawanensis;Tupaia palawanensis;2.1;Site/area management;2 Land/water management;LC;no
2684;Tupaia_picta;0,000208112;4,16202189;4,162230001;2887;1271;1460;9,449684971;5,328213798;8,59E-05;0,00010546;4,16223;94,18108896;Scandentia;Tupaiidae;Tupaia;picta;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;147,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;LC;No;10;0;90;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;344557,634;Tupaia picta;Tupaia picta;2.1;Site/area management;2 Land/water management;LC;no
