;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;code;title;species_currentIUCN.y;conservation_classification;Imputed.Status;introduced
4389;Solomys_salebrosus;0,781331009;1,078980917;1,860311926;593;3992;3194;2,061488511;1,800569895;9,74E-09;1,36E-08;0,891615;76,39006542;Rodentia;Muridae;Solomys;salebrosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;397;Assumed isometric based on head-body length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Solomys_salebrosus;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;74498,94789;Solomys salebrosus;2.1;Site/area management;Solomys salebrosus;2 Land/water management;EN;no
4390;Solomys_salebrosus;0,781331009;1,078980917;1,860311926;593;3992;3194;2,061488511;1,800569895;9,74E-09;1,36E-08;0,891615;76,39006542;Rodentia;Muridae;Solomys;salebrosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;397;Assumed isometric based on head-body length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Solomys_salebrosus;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;74498,94789;Solomys salebrosus;4.2;Training;Solomys salebrosus;4 Education & awareness;EN;no
4391;Solomys_salebrosus;0,781331009;1,078980917;1,860311926;593;3992;3194;2,061488511;1,800569895;9,74E-09;1,36E-08;0,891615;76,39006542;Rodentia;Muridae;Solomys;salebrosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;397;Assumed isometric based on head-body length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Solomys_salebrosus;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;74498,94789;Solomys salebrosus;4.3;Awareness & communications;Solomys salebrosus;4 Education & awareness;EN;no
4392;Solomys_sapientis;0,841495274;1,162064902;2,003560175;575;3873;3057;2,145626548;1,960133695;9,84E-09;1,35E-08;1,02706;76,39018677;Rodentia;Muridae;Solomys;sapientis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;225,5;Reported;Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011);NA;NA;Occurs only on isolated islands;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Solomys sapientis;1.1;Site/area protection;Solomys sapientis;1 Land/water protection;EN;no
4393;Solomys_sapientis;0,841495274;1,162064902;2,003560175;575;3873;3057;2,145626548;1,960133695;9,84E-09;1,35E-08;1,02706;76,39018677;Rodentia;Muridae;Solomys;sapientis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;225,5;Reported;Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011);NA;NA;Occurs only on isolated islands;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;27937,10546;Solomys sapientis;2.1;Site/area management;Solomys sapientis;2 Land/water management;EN;no
4394;Sommeromys_macrorhinos;0,3270235;6,213446502;6,540470002;854;759;796;7,851347452;9,5153532;9,50E-07;1,34E-06;6,54047;76,59001708;Rodentia;Muridae;Sommeromys;macrorhinos;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;32,5;Reported;Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011);NA;NA;Occurs only on isolated islands;DD;No;0;0;100;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;37249,47395;Sommeromys macrorhinos;none;none;Sommeromys macrorhinos;None;VU;no
4395;Sorex_alpinus;0,08038888;20,01683113;20,09722001;1271;60;71;21,03372131;26,03683011;0,000184055;0,000234068;20,09722;92,40573645;Eulipotyphla;Soricidae;Sorex;alpinus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;NT;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;968486,3226;Sorex alpinus;none;none;Sorex alpinus;None;NT;no
4396;Sorex_kozlovi;0,193874797;0,267731863;0,46160666;1009;5200;5236;2,935206545;1,546806197;3,02E-06;3,89E-06;0,46156;92,32543919;Eulipotyphla;Soricidae;Sorex;kozlovi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7,8;Assumed isometric based on mandible size;Zeitchrift für Saugertierkunde 44: 65-80 (1979);Sorex_planiceps;Zeitchrift für Saugertierkunde 44: 65-80 (1979);Occurs on mainland;DD;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sorex kozlovi;none;none;Sorex kozlovi;None;EN;no
4397;Sorex_leucogaster;0,057274105;1,088207994;1,145482099;1356;3980;4191;3,928026173;3,331606235;6,45E-06;8,38E-06;1,145365;92,34934998;Eulipotyphla;Soricidae;Sorex;leucogaster;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;4,1;Assumed isometric based on skull size;Canadian Journal of Zoology 60: 1580-1587 (1982);Sorex_ugyunak;Canadian Journal of Zoology 60: 1580-1587 (1982);Occurs on large land bridge islands;DD;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex leucogaster;none;none;Sorex leucogaster;None;VU;no
4398;Sorex_macrodon;0,054143257;1,028721882;1,082865139;1365;4072;4293;3,909808987;2,931780715;5,81E-06;7,59E-06;1,071845;92,33869757;Eulipotyphla;Soricidae;Sorex;macrodon;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Sorex macrodon;1.1;Site/area protection;Sorex macrodon;1 Land/water protection;VU;no
4399;Sorex_macrodon;0,054143257;1,028721882;1,082865139;1365;4072;4293;3,909808987;2,931780715;5,81E-06;7,59E-06;1,071845;92,33869757;Eulipotyphla;Soricidae;Sorex;macrodon;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;55874,21092;Sorex macrodon;2.1;Site/area management;Sorex macrodon;2 Land/water management;VU;no
4400;Sorex_pribilofensis;0,318204955;0,43942589;0,757630845;864;5007;4818;3,295301187;2,051789036;3,69E-06;4,87E-06;0,75763;92,34782257;Eulipotyphla;Soricidae;Sorex;pribilofensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on small land bridge islands;EN;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sorex pribilofensis;1.1;Site/area protection;Sorex pribilofensis;1 Land/water protection;EN;no
4401;Sorex_pribilofensis;0,318204955;0,43942589;0,757630845;864;5007;4818;3,295301187;2,051789036;3,69E-06;4,87E-06;0,75763;92,34782257;Eulipotyphla;Soricidae;Sorex;pribilofensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on small land bridge islands;EN;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sorex pribilofensis;2.1;Site/area management;Sorex pribilofensis;2 Land/water management;EN;no
4402;Sorex_pribilofensis;0,318204955;0,43942589;0,757630845;864;5007;4818;3,295301187;2,051789036;3,69E-06;4,87E-06;0,75763;92,34782257;Eulipotyphla;Soricidae;Sorex;pribilofensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on small land bridge islands;EN;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sorex pribilofensis;2.2;Invasive/problematic species control;Sorex pribilofensis;2 Land/water management;EN;no
4403;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;1.1;Site/area protection;Sorex sclateri;1 Land/water protection;CR;no
4404;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;2.1;Site/area management;Sorex sclateri;2 Land/water management;CR;no
4405;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;5.1;Legislation;Sorex sclateri;5 Law & policy;CR;no
4406;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;5.1.4;Scale unspecified;Sorex sclateri;5 Law & policy;CR;no
4407;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;5.4;Compliance and enforcement;Sorex sclateri;5 Law & policy;CR;no
4408;Sorex_sclateri;1,204555422;0,037254291;1,241809714;452;5428;4034;4,116147894;3,322120818;7,06E-06;9,14E-06;1,22844;92,3479788;Eulipotyphla;Soricidae;Sorex;sclateri;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;7;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;18624,73697;Sorex sclateri;5.4.2;National level;Sorex sclateri;5 Law & policy;CR;no
4409;Sorex_stizodon;1,06430926;0,032916781;1,097226041;508;5440;4265;4,187716534;3,544015318;6,77E-06;8,87E-06;1,082765;92,33676554;Eulipotyphla;Soricidae;Sorex;stizodon;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5,7;Assumed isometric based on head-body length;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Sorex_sclateri;Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009);Occurs on mainland;CR;No;0;30;70;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Sorex stizodon;none;none;Sorex stizodon;None;CR;no
4410;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;1.1;Site/area protection;Sousa teuszii;1 Land/water protection;VU;no
4411;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;1.2;Resource & habitat protection;Sousa teuszii;1 Land/water protection;VU;no
4412;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;2.1;Site/area management;Sousa teuszii;2 Land/water management;VU;no
4413;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;3.1;Species management;Sousa teuszii;3 Species management;VU;no
4414;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;3.1.1;Harvest management;Sousa teuszii;3 Species management;VU;no
4415;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;5.4;Compliance and enforcement;Sousa teuszii;5 Law & policy;VU;no
4416;Sousa_teuszii;0,146357429;2,780791151;2,92714858;1090;2044;2193;5,259719684;4,906667504;5,41E-06;7,38E-06;2,918925;92,84474883;Cetartiodactyla;Delphinidae;Sousa;teuszii;0;1;1;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;1,00E+05;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;60;40;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2356029,227;Sousa teuszii;5.4.2;National level;Sousa teuszii;5 Law & policy;VU;no
4417;Spalax_arenarius;3,8524626;5,3200674;9,17253;123;931;477;12,70678023;15,25021378;5,57E-05;7,68E-05;9,17253;82,26344245;Rodentia;Spalacidae;Spalax;arenarius;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;520;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;EN;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;46561,84243;Spalax arenarius;1.1;Site/area protection;Spalax arenarius;1 Land/water protection;EN;no
4418;Spalax_zemni;0,179375803;3,408140259;3,587516063;1032;1646;1783;8,945071522;7,214719577;2,72E-05;3,74E-05;3,587495;82,25742578;Rodentia;Spalacidae;Spalax;zemni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;287,5;Reported;Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009);NA;NA;Occurs on mainland;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;279371,0546;Spalax zemni;none;none;Spalax zemni;None;VU;no
4419;Spilocuscus_papuensis;0,235715013;4,478585251;4,714300264;959;1170;1251;7,862169839;6,315701844;0,000214584;0,000240587;3,44293;181,1197892;Diprotodontia;Phalangeridae;Spilocuscus;papuensis;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;5735,5;Assumed isometric based on head-body length;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Spilocuscus_maculatus;Flannery TM. Mammals of the South West Pacific & Moluccan Islands (1994);Occurs only on isolated islands;VU;No;100;0;0;Transformed 000 Genus;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;18624,73697;Spilocuscus papuensis;none;none;Spilocuscus papuensis;None;VU;no
4420;Spilocuscus_rufoniger;3,050453526;0,094343923;3,144797449;166;5347;2041;7,286411077;5,805250475;0,000199532;0,000224678;2,591375;181,1199432;Diprotodontia;Phalangeridae;Spilocuscus;rufoniger;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;363182,371;Spilocuscus rufoniger;1.1;Site/area protection;Spilocuscus rufoniger;1 Land/water protection;CR;no
4421;Spilocuscus_rufoniger;3,050453526;0,094343923;3,144797449;166;5347;2041;7,286411077;5,805250475;0,000199532;0,000224678;2,591375;181,1199432;Diprotodontia;Phalangeridae;Spilocuscus;rufoniger;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;363182,371;Spilocuscus rufoniger;2.1;Site/area management;Spilocuscus rufoniger;2 Land/water management;CR;no
4422;Spilocuscus_rufoniger;3,050453526;0,094343923;3,144797449;166;5347;2041;7,286411077;5,805250475;0,000199532;0,000224678;2,591375;181,1199432;Diprotodontia;Phalangeridae;Spilocuscus;rufoniger;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;6000;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on large land bridge islands;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;363182,371;Spilocuscus rufoniger;4.3;Awareness & communications;Spilocuscus rufoniger;4 Education & awareness;CR;no
4423;Spilocuscus_wilsoni;3,524956853;0,109019284;3,633976137;134;5329;1762;7,547225009;6,039513912;0,000194624;0,000218589;2,973015;181,1196494;Diprotodontia;Phalangeridae;Spilocuscus;wilsoni;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3262,3;Reported;Journal of Mammalogy 85:825-833 (2004);NA;NA;Occurs only on isolated islands;CR;No;100;0;0;Transformed 000 Species;Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.;27937,10546;Spilocuscus wilsoni;none;none;Spilocuscus wilsoni;None;CR;no
4424;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;1.1;Site/area protection;Spilogale pygmaea;1 Land/water protection;VU;no
4425;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;2.1;Site/area management;Spilogale pygmaea;2 Land/water management;VU;no
4426;Spilogale_pygmaea;0,16834225;3,198502751;3,366845001;1047;1762;1907;7,24384644;9,26524617;3,58E-05;4,72E-05;3,366845;92,99087425;Carnivora;Mephitidae;Spilogale;pygmaea;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;235;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;20;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;335245,2655;Spilogale pygmaea;5.1;Legislation;Spilogale pygmaea;5 Law & policy;VU;no
